,1,2,3,4,5,6,7,8,9,10,11.1,11.2,11.3,11.4,11.5,11.6,12,13.1,13.2,13.3,13.4,13.5,13.6,13.7,13.8,13.9,13.11,14,15.1,15.2,15.3,15.4,15.5,15.6,16,17.1,17.2,17.3,17.4,17.5,17.6,17.7,17.8,17.9,17.11,17.12,17.13
24,2,2,1,1,2,3,2,2,1,2,5,1,6,2,4,3,6,1,1,1,0,0,0,0,0,0,0,2,1,6,4,5,2,3,1,1,1,1,0,0,0,0,1,1,1,1,1
25,3,2,4,2,3,3,2,4,2,5,2,3,5,4,6,1,6,1,0,1,1,0,0,0,1,1,0,2,1,4,2,5,3,6,3,1,0,0,0,1,0,0,0,1,1,1,1
26,1,2,2,1,2,2,2,4,1,2,1,4,-2,2,-2,3,3,1,0,1,1,0,0,0,1,0,0,4,1,4,2,6,3,5,4,1,1,1,0,1,1,0,0,1,1,1,1
27,1,2,3,1,5,4,1,2,2,2,3,6,4,1,5,2,6,1,1,1,1,1,0,0,1,1,0,3,2,3,1,6,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1
28,1,6,3,1,3,3,1,3,3,3,1,-2,-2,2,3,-2,3,0,0,1,0,0,0,1,0,1,0,2,3,1,2,5,4,6,3,1,1,1,1,1,0,1,1,1,0,0,0
29,1,5,3,2,3,3,2,2,3,4,1,-2,-2,2,-2,3,3,1,0,0,1,0,1,0,1,0,0,4,4,3,1,5,2,6,4,0,0,1,0,0,0,0,0,0,0,0,0
30,2,4,2,2,5,3,3,4,1,2,2,3,-2,1,-2,-2,5,1,0,1,0,0,0,0,1,1,0,2,5,2,1,6,4,3,4,0,0,1,0,1,0,0,0,0,1,1,1
31,2,2,4,1,2,3,2,2,3,5,2,5,6,1,3,4,2,1,1,1,1,0,0,0,1,1,0,3,1,2,3,6,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1
32,2,2,6,1,3,2,3,4,3,2,4,1,5,2,6,3,6,1,0,0,0,0,0,0,1,0,0,4,6,1,2,4,5,3,1,1,1,1,0,0,0,0,0,1,1,1,1
33,2,1,4,1,2,3,2,4,1,2,1,2,-2,3,-2,4,6,0,0,1,0,0,0,0,0,0,0,2,5,1,2,6,4,3,1,0,0,1,0,0,0,0,0,0,1,0,0
34,4,1,5,2,3,2,2,1,3,2,4,3,6,1,2,5,6,1,1,1,0,0,0,0,1,0,0,3,6,4,1,3,2,5,1,0,0,0,0,0,1,0,0,0,1,0,1
35,1,3,1,1,4,3,4,2,1,3,1,5,3,2,4,6,6,0,0,0,0,0,0,0,0,0,1,2,5,1,2,3,4,6,2,1,0,0,0,0,0,0,0,0,0,0,0
36,1,3,3,1,3,4,1,5,2,1,1,-2,-2,2,-2,3,6,1,0,0,0,1,0,0,0,1,0,1,2,1,5,3,4,6,3,0,0,1,1,1,0,0,0,0,0,0,0
37,2,2,2,1,3,2,2,2,1,2,2,1,6,4,5,3,6,0,0,1,1,0,0,0,0,0,0,4,5,1,2,6,3,4,4,1,1,1,0,1,1,1,0,1,1,1,1
38,1,4,2,1,2,3,2,4,1,2,2,3,4,1,5,6,5,1,1,1,1,0,0,0,0,1,0,4,5,4,3,6,1,2,4,1,1,1,0,1,1,1,1,1,1,1,1
39,1,1,3,1,3,3,1,2,3,2,1,-2,-2,-2,-2,-2,3,0,0,0,0,0,0,0,0,1,0,2,1,2,3,4,5,-2,3,1,1,1,0,0,1,0,1,1,0,1,0
40,2,2,4,1,4,4,3,4,3,3,1,3,5,2,4,6,2,0,0,1,0,0,0,0,1,0,0,3,5,2,4,6,3,1,5,1,1,1,0,1,1,0,0,1,1,1,1
41,2,6,1,2,2,3,2,3,3,1,3,2,1,4,6,5,4,0,0,0,0,0,0,0,0,0,1,2,6,1,2,5,4,3,2,0,0,1,0,0,1,0,0,0,1,0,0
42,1,5,2,2,4,4,1,3,3,2,1,2,6,4,5,3,5,1,1,1,1,1,0,1,1,1,0,2,1,2,5,6,3,4,4,1,1,1,1,1,0,1,1,1,1,1,1
43,2,1,3,1,2,2,2,2,3,2,1,4,5,2,6,3,2,0,0,0,0,0,0,0,0,1,0,3,3,4,2,6,1,5,3,1,1,1,0,1,1,1,1,1,1,1,1
44,1,1,2,1,3,3,2,4,1,5,1,3,4,5,6,2,6,0,0,1,0,0,0,0,0,1,0,2,1,2,3,4,5,6,3,1,1,1,1,0,1,1,0,1,1,1,1
45,1,1,4,1,2,3,2,2,3,2,2,3,6,4,5,1,3,0,0,1,0,0,0,0,0,1,0,4,1,3,2,6,4,5,5,1,1,1,1,1,0,0,1,1,1,1,1
46,2,1,5,1,3,2,2,1,3,2,2,3,-2,1,-2,-2,6,0,0,0,0,0,0,0,1,0,0,3,5,2,3,6,1,4,5,1,1,1,0,1,1,0,1,1,1,1,1
47,1,3,5,1,2,4,2,2,2,2,1,4,6,2,5,3,3,1,1,0,0,0,0,0,1,0,0,4,3,1,2,6,5,4,4,1,1,1,1,1,0,0,1,1,1,1,1
48,1,1,2,1,2,2,2,1,3,1,4,1,5,2,6,3,6,0,0,1,0,0,0,0,0,0,0,3,2,3,1,6,5,4,4,1,1,1,0,1,1,1,1,1,0,1,0
49,1,1,1,1,2,3,1,1,1,2,1,3,6,2,4,5,4,1,0,0,0,0,1,0,0,0,0,4,2,3,1,6,5,4,1,1,1,1,0,0,1,0,0,1,1,1,1
50,2,6,5,1,3,4,2,2,2,1,4,1,6,2,5,3,5,0,0,1,0,0,0,0,0,1,0,3,6,1,2,5,4,3,4,1,1,1,0,1,1,0,1,1,1,1,1
51,1,1,4,1,2,2,2,1,1,2,2,1,5,3,6,4,4,0,0,0,0,0,0,0,1,0,0,4,4,2,1,3,5,6,4,0,0,1,0,0,1,0,0,1,0,1,0
52,1,5,4,1,3,2,1,4,1,1,1,4,5,2,3,-2,3,1,1,1,0,1,0,0,0,1,0,4,2,3,1,5,4,6,3,1,1,1,0,0,0,0,0,1,1,1,0
53,4,1,4,1,2,2,2,4,1,2,4,2,5,1,6,3,6,0,0,1,0,1,0,0,0,0,0,4,3,1,4,5,2,6,2,0,0,0,0,0,0,0,0,0,0,0,1
54,1,1,1,1,2,2,2,2,3,2,1,2,5,4,6,3,6,0,0,0,0,1,0,0,0,0,1,3,1,5,3,6,4,2,4,1,1,1,1,1,0,1,1,1,1,1,1
55,4,5,4,2,3,4,1,2,1,1,1,3,5,4,6,2,6,1,0,1,1,1,0,0,1,1,0,3,5,3,4,6,1,2,1,0,0,1,0,1,1,0,1,0,1,1,1
56,1,2,3,1,2,2,2,2,1,2,1,4,5,3,6,2,3,0,0,0,0,0,0,0,0,0,1,4,4,1,2,6,3,5,1,0,0,1,0,0,0,0,0,0,0,1,0
57,4,3,3,1,1,3,2,4,1,2,2,1,6,3,4,5,3,0,0,1,0,0,0,0,0,1,0,4,1,6,2,3,5,4,4,1,0,1,0,0,0,0,0,1,1,1,1
58,2,1,1,1,2,2,2,4,3,2,2,3,-2,4,-2,1,6,0,0,1,0,0,0,0,0,0,0,4,3,1,-2,2,-2,4,1,1,0,1,0,0,0,0,0,0,0,0,0
59,1,6,2,1,3,3,2,4,3,2,-2,-2,-2,1,-2,-2,1,0,0,0,0,0,0,0,0,0,1,4,-2,-2,1,-2,-2,-2,1,0,0,1,0,0,0,1,0,0,0,0,0
60,1,2,4,2,3,2,1,2,2,3,3,6,5,2,1,4,1,1,1,1,1,0,0,0,1,1,0,2,4,1,3,2,5,6,2,1,0,0,0,0,0,0,0,0,0,1,1
61,2,4,1,1,2,3,2,2,1,2,2,3,5,4,6,1,6,0,0,1,0,1,0,0,0,1,0,4,2,6,5,1,3,4,4,1,1,1,0,0,1,0,0,1,1,1,1
62,1,5,2,1,5,4,1,3,2,5,-2,-2,-2,-2,1,-2,1,0,1,1,0,1,0,0,0,0,0,3,-2,-2,-2,-2,-2,1,3,0,1,1,1,0,0,0,0,1,0,0,0
63,1,1,1,1,2,2,3,4,3,2,4,5,2,1,6,3,1,0,0,0,0,0,0,0,0,0,1,3,6,1,4,5,2,3,2,1,0,0,0,0,1,0,0,1,1,1,1
64,1,1,3,1,2,2,2,4,1,2,1,4,6,2,3,5,4,1,1,1,0,1,0,0,1,0,0,4,2,4,3,5,1,6,4,1,1,1,1,1,0,0,0,1,1,1,1
65,1,1,2,1,2,3,1,3,2,2,1,-2,-2,2,-2,3,6,0,0,0,0,1,0,0,0,0,0,3,1,2,3,-2,-2,-2,1,1,1,1,0,1,1,0,0,1,1,1,1
66,2,2,4,1,2,2,1,1,3,1,-2,-2,-2,1,-2,-2,3,0,0,1,0,0,0,0,0,1,0,3,3,1,2,5,4,6,2,0,0,0,0,0,0,0,0,0,0,1,0
67,1,2,1,1,5,4,2,4,3,3,3,4,6,1,2,5,6,1,1,1,1,1,1,0,1,1,0,3,2,1,3,6,5,4,1,1,1,1,1,1,0,1,1,0,1,1,0
68,2,5,1,2,3,3,2,1,3,2,4,5,3,1,2,6,1,1,1,1,1,1,1,1,1,1,0,4,2,1,3,4,5,6,3,0,0,0,0,0,0,0,0,0,1,1,1
69,2,5,3,2,1,4,3,2,1,3,1,-2,-2,2,3,-2,1,1,1,1,1,1,0,0,1,1,0,3,-2,1,3,-2,2,-2,2,1,1,1,0,1,0,0,0,0,1,1,1
70,1,2,1,1,5,3,2,4,2,1,2,4,5,3,6,1,6,1,1,1,1,0,0,0,0,0,0,3,1,3,2,5,4,6,1,1,1,0,0,1,0,0,0,1,1,1,1
71,1,2,3,1,2,2,3,4,1,1,3,2,-2,1,-2,4,6,0,0,0,1,0,0,0,1,0,0,4,2,-2,3,-2,1,-2,4,1,1,1,0,1,0,0,0,1,1,1,1
72,1,3,3,1,3,3,2,4,1,1,1,6,5,3,4,2,4,1,1,1,1,0,0,0,0,1,0,4,1,3,2,6,4,5,1,1,1,1,1,1,1,0,1,1,1,1,1
